state_clean,district_clean,date,total_demographic
Madhya Pradesh,Khandwa,2025-11,1634
Madhya Pradesh,Khandwa,2025-12,2292
Madhya Pradesh,Khargone,2025-03,9083
Madhya Pradesh,Khargone,2025-04,980
Madhya Pradesh,Khargone,2025-05,2208
Madhya Pradesh,Khargone,2025-07,1385
Madhya Pradesh,Khargone,2025-09,5451
Madhya Pradesh,Khargone,2025-10,2288
Madhya Pradesh,Khargone,2025-11,4219
Madhya Pradesh,Khargone,2025-12,5577
Madhya Pradesh,Maihar,2025-03,703
Madhya Pradesh,Maihar,2025-09,591
Madhya Pradesh,Maihar,2025-10,328
Madhya Pradesh,Maihar,2025-11,587
Madhya Pradesh,Maihar,2025-12,983
Madhya Pradesh,Mandla,2025-03,7268
Madhya Pradesh,Mandla,2025-04,5230
Madhya Pradesh,Mandla,2025-05,5639
Madhya Pradesh,Mandla,2025-06,3914
Madhya Pradesh,Mandla,2025-07,4649
Madhya Pradesh,Mandla,2025-09,4295
Madhya Pradesh,Mandla,2025-10,2120
Madhya Pradesh,Mandla,2025-11,3439
Madhya Pradesh,Mandla,2025-12,5246
Madhya Pradesh,Mandsaur,2025-03,11553
Madhya Pradesh,Mandsaur,2025-04,1034
Madhya Pradesh,Mandsaur,2025-05,3800
Madhya Pradesh,Mandsaur,2025-06,597
Madhya Pradesh,Mandsaur,2025-07,4106
Madhya Pradesh,Mandsaur,2025-09,4389
Madhya Pradesh,Mandsaur,2025-10,2460
Madhya Pradesh,Mandsaur,2025-11,4578
Madhya Pradesh,Mandsaur,2025-12,5480
Madhya Pradesh,Mauganj,2025-03,609
Madhya Pradesh,Mauganj,2025-09,546
Madhya Pradesh,Mauganj,2025-10,367
Madhya Pradesh,Mauganj,2025-11,749
Madhya Pradesh,Mauganj,2025-12,741
Madhya Pradesh,Morena,2025-03,22296
Madhya Pradesh,Morena,2025-04,3310
Madhya Pradesh,Morena,2025-05,4875
Madhya Pradesh,Morena,2025-06,2063
Madhya Pradesh,Morena,2025-07,9484
Madhya Pradesh,Morena,2025-09,8777
Madhya Pradesh,Morena,2025-10,4375
Madhya Pradesh,Morena,2025-11,7872
Madhya Pradesh,Morena,2025-12,9903
Madhya Pradesh,Narmadapuram,2025-03,680
Madhya Pradesh,Narmadapuram,2025-05,243
Madhya Pradesh,Narmadapuram,2025-07,306
Madhya Pradesh,Narmadapuram,2025-09,672
Madhya Pradesh,Narmadapuram,2025-10,367
Madhya Pradesh,Narmadapuram,2025-11,809
Madhya Pradesh,Narmadapuram,2025-12,1285
Madhya Pradesh,Narsimhapur,2025-03,534
Madhya Pradesh,Narsimhapur,2025-09,860
Madhya Pradesh,Narsimhapur,2025-10,401
Madhya Pradesh,Narsimhapur,2025-11,728
Madhya Pradesh,Narsimhapur,2025-12,932
Madhya Pradesh,Narsinghpur,2025-03,5094
Madhya Pradesh,Narsinghpur,2025-04,1913
Madhya Pradesh,Narsinghpur,2025-05,759
Madhya Pradesh,Narsinghpur,2025-07,1873
Madhya Pradesh,Narsinghpur,2025-09,3115
Madhya Pradesh,Narsinghpur,2025-10,1413
Madhya Pradesh,Narsinghpur,2025-11,2499
Madhya Pradesh,Narsinghpur,2025-12,3368
Madhya Pradesh,Neemuch,2025-03,5758
Madhya Pradesh,Neemuch,2025-04,1484
Madhya Pradesh,Neemuch,2025-05,4062
Madhya Pradesh,Neemuch,2025-06,2072
Madhya Pradesh,Neemuch,2025-07,4218
Madhya Pradesh,Neemuch,2025-09,3663
Madhya Pradesh,Neemuch,2025-10,1545
Madhya Pradesh,Neemuch,2025-11,3074
Madhya Pradesh,Neemuch,2025-12,3428
Madhya Pradesh,Niwari,2025-03,419
Madhya Pradesh,Niwari,2025-09,206
Madhya Pradesh,Niwari,2025-10,123
Madhya Pradesh,Niwari,2025-11,238
Madhya Pradesh,Niwari,2025-12,372
Madhya Pradesh,Pandhurna,2025-09,161
Madhya Pradesh,Pandhurna,2025-10,73
Madhya Pradesh,Pandhurna,2025-11,191
Madhya Pradesh,Pandhurna,2025-12,224
Madhya Pradesh,Panna,2025-03,10630
Madhya Pradesh,Panna,2025-05,2332
Madhya Pradesh,Panna,2025-06,909
Madhya Pradesh,Panna,2025-07,2086
Madhya Pradesh,Panna,2025-09,4612
Madhya Pradesh,Panna,2025-10,2548
Madhya Pradesh,Panna,2025-11,4235
Madhya Pradesh,Panna,2025-12,4999
Madhya Pradesh,Raigarh,2025-03,10138
Madhya Pradesh,Raigarh,2025-05,2768
Madhya Pradesh,Raigarh,2025-06,1197
Madhya Pradesh,Raigarh,2025-07,2570
Madhya Pradesh,Raigarh,2025-09,3591
Madhya Pradesh,Raigarh,2025-10,2230
Madhya Pradesh,Raigarh,2025-11,4127
Madhya Pradesh,Raigarh,2025-12,5615
Madhya Pradesh,Raisen,2025-03,6148
Madhya Pradesh,Raisen,2025-04,2769
Madhya Pradesh,Raisen,2025-05,2219
Madhya Pradesh,Raisen,2025-06,813
Madhya Pradesh,Raisen,2025-07,1740
Madhya Pradesh,Raisen,2025-09,5106
Madhya Pradesh,Raisen,2025-10,2741
Madhya Pradesh,Raisen,2025-11,4115
Madhya Pradesh,Raisen,2025-12,5363
Madhya Pradesh,Ratlam,2025-03,11430
Madhya Pradesh,Ratlam,2025-04,2800
Madhya Pradesh,Ratlam,2025-05,5366
Madhya Pradesh,Ratlam,2025-06,6053
Madhya Pradesh,Ratlam,2025-07,9105
Madhya Pradesh,Ratlam,2025-09,4955
Madhya Pradesh,Ratlam,2025-10,2757
Madhya Pradesh,Ratlam,2025-11,5502
Madhya Pradesh,Ratlam,2025-12,5576
Madhya Pradesh,Rewa,2025-03,16656
Madhya Pradesh,Rewa,2025-04,755
Madhya Pradesh,Rewa,2025-05,4283
Madhya Pradesh,Rewa,2025-06,1505
Madhya Pradesh,Rewa,2025-07,1516
Madhya Pradesh,Rewa,2025-09,11611
Madhya Pradesh,Rewa,2025-10,7190
Madhya Pradesh,Rewa,2025-11,9750
Madhya Pradesh,Rewa,2025-12,10413
Madhya Pradesh,Sagar,2025-03,11996
Madhya Pradesh,Sagar,2025-04,2889
Madhya Pradesh,Sagar,2025-05,5598
Madhya Pradesh,Sagar,2025-06,3190
Madhya Pradesh,Sagar,2025-07,7568
Madhya Pradesh,Sagar,2025-09,8527
Madhya Pradesh,Sagar,2025-10,4087
Madhya Pradesh,Sagar,2025-11,7920
Madhya Pradesh,Sagar,2025-12,9719
Madhya Pradesh,Satna,2025-03,14470
Madhya Pradesh,Satna,2025-04,5335
Madhya Pradesh,Satna,2025-05,3454
Madhya Pradesh,Satna,2025-06,4047
Madhya Pradesh,Satna,2025-07,5888
Madhya Pradesh,Satna,2025-09,11179
Madhya Pradesh,Satna,2025-10,5120
Madhya Pradesh,Satna,2025-11,7208
Madhya Pradesh,Satna,2025-12,8725
Madhya Pradesh,Sehore,2025-03,3910
Madhya Pradesh,Sehore,2025-04,1733
Madhya Pradesh,Sehore,2025-05,910
Madhya Pradesh,Sehore,2025-06,2484
Madhya Pradesh,Sehore,2025-07,1829
Madhya Pradesh,Sehore,2025-09,2185
Madhya Pradesh,Sehore,2025-10,1401
Madhya Pradesh,Sehore,2025-11,2557
Madhya Pradesh,Sehore,2025-12,3827
Madhya Pradesh,Seoni,2025-03,15035
Madhya Pradesh,Seoni,2025-04,3773
Madhya Pradesh,Seoni,2025-05,1972
Madhya Pradesh,Seoni,2025-06,2701
Madhya Pradesh,Seoni,2025-07,6031
Madhya Pradesh,Seoni,2025-09,6523
Madhya Pradesh,Seoni,2025-10,2579
Madhya Pradesh,Seoni,2025-11,5079
Madhya Pradesh,Seoni,2025-12,6668
Madhya Pradesh,Shahdol,2025-03,8517
Madhya Pradesh,Shahdol,2025-04,685
Madhya Pradesh,Shahdol,2025-05,4253
Madhya Pradesh,Shahdol,2025-06,4452
Madhya Pradesh,Shahdol,2025-07,2833
Madhya Pradesh,Shahdol,2025-09,5039
Madhya Pradesh,Shahdol,2025-10,2569
Madhya Pradesh,Shahdol,2025-11,3608
Madhya Pradesh,Shahdol,2025-12,5741
Madhya Pradesh,Shajapur,2025-03,4884
Madhya Pradesh,Shajapur,2025-05,1643
Madhya Pradesh,Shajapur,2025-06,1765
Madhya Pradesh,Shajapur,2025-07,596
Madhya Pradesh,Shajapur,2025-09,3346
Madhya Pradesh,Shajapur,2025-10,1961
Madhya Pradesh,Shajapur,2025-11,3833
Madhya Pradesh,Shajapur,2025-12,4878
Madhya Pradesh,Sheopur,2025-03,7071
Madhya Pradesh,Sheopur,2025-05,1674
Madhya Pradesh,Sheopur,2025-06,3481
Madhya Pradesh,Sheopur,2025-07,3131
Madhya Pradesh,Sheopur,2025-09,3687
Madhya Pradesh,Sheopur,2025-10,1517
Madhya Pradesh,Sheopur,2025-11,2821
Madhya Pradesh,Sheopur,2025-12,4046
Madhya Pradesh,Shivpuri,2025-03,15393
Madhya Pradesh,Shivpuri,2025-07,5898
Madhya Pradesh,Shivpuri,2025-09,7627
Madhya Pradesh,Shivpuri,2025-10,3353
Madhya Pradesh,Shivpuri,2025-11,6908
Madhya Pradesh,Shivpuri,2025-12,9699
Madhya Pradesh,Sidhi,2025-03,8866
Madhya Pradesh,Sidhi,2025-05,2683
Madhya Pradesh,Sidhi,2025-06,4773
Madhya Pradesh,Sidhi,2025-09,8655
Madhya Pradesh,Sidhi,2025-10,3738
Madhya Pradesh,Sidhi,2025-11,4456
Madhya Pradesh,Sidhi,2025-12,5694
Madhya Pradesh,Singrauli,2025-03,8146
Madhya Pradesh,Singrauli,2025-04,4642
Madhya Pradesh,Singrauli,2025-06,1253
Madhya Pradesh,Singrauli,2025-07,5758
Madhya Pradesh,Singrauli,2025-09,7342
Madhya Pradesh,Singrauli,2025-10,3817
Madhya Pradesh,Singrauli,2025-11,4684
Madhya Pradesh,Singrauli,2025-12,5916
Madhya Pradesh,Tikamgarh,2025-03,12862
Madhya Pradesh,Tikamgarh,2025-05,1204
Madhya Pradesh,Tikamgarh,2025-07,3317
Madhya Pradesh,Tikamgarh,2025-09,5910
Madhya Pradesh,Tikamgarh,2025-10,2790
Madhya Pradesh,Tikamgarh,2025-11,5391
Madhya Pradesh,Tikamgarh,2025-12,7136
Madhya Pradesh,Ujjain,2025-03,11662
Madhya Pradesh,Ujjain,2025-04,4254
Madhya Pradesh,Ujjain,2025-05,2950
Madhya Pradesh,Ujjain,2025-06,3578
Madhya Pradesh,Ujjain,2025-07,4772
Madhya Pradesh,Ujjain,2025-09,6854
Madhya Pradesh,Ujjain,2025-10,3871
Madhya Pradesh,Ujjain,2025-11,7655
Madhya Pradesh,Ujjain,2025-12,8941
Madhya Pradesh,Umaria,2025-03,7122
Madhya Pradesh,Umaria,2025-04,687
Madhya Pradesh,Umaria,2025-06,2481
Madhya Pradesh,Umaria,2025-07,2541
Madhya Pradesh,Umaria,2025-09,3168
Madhya Pradesh,Umaria,2025-10,1473
Madhya Pradesh,Umaria,2025-11,1908
Madhya Pradesh,Umaria,2025-12,3123
Madhya Pradesh,Una,2025-03,8073
Madhya Pradesh,Una,2025-04,1905
Madhya Pradesh,Una,2025-05,780
Madhya Pradesh,Una,2025-06,4774
Madhya Pradesh,Una,2025-07,4413
Madhya Pradesh,Una,2025-09,4878
Madhya Pradesh,Una,2025-10,2249
Madhya Pradesh,Una,2025-11,4330
Madhya Pradesh,Una,2025-12,5221
Madhya Pradesh,Vidisha,2025-03,6168
Madhya Pradesh,Vidisha,2025-04,2520
Madhya Pradesh,Vidisha,2025-05,2147
Madhya Pradesh,Vidisha,2025-06,3181
Madhya Pradesh,Vidisha,2025-07,5812
Madhya Pradesh,Vidisha,2025-09,4476
Madhya Pradesh,Vidisha,2025-10,2536
Madhya Pradesh,Vidisha,2025-11,4566
Madhya Pradesh,Vidisha,2025-12,5535
Maharashtra,Ahilyanagar,2025-12,1719
Maharashtra,Ahmadnagar,2025-03,19971
Maharashtra,Ahmadnagar,2025-09,11293
Maharashtra,Ahmadnagar,2025-10,26921
Maharashtra,Ahmadnagar,2025-11,89509
Maharashtra,Ahmadnagar,2025-12,31044
Maharashtra,Akola,2025-03,7971
Maharashtra,Akola,2025-06,915
Maharashtra,Akola,2025-09,3631
Maharashtra,Akola,2025-10,5745
Maharashtra,Akola,2025-11,22757
Maharashtra,Akola,2025-12,7618
Maharashtra,Amravati,2025-03,10066
Maharashtra,Amravati,2025-05,181
Maharashtra,Amravati,2025-06,1003
Maharashtra,Amravati,2025-07,2016
Maharashtra,Amravati,2025-09,5950
Maharashtra,Amravati,2025-10,10105
Maharashtra,Amravati,2025-11,31245
Maharashtra,Amravati,2025-12,12549
Maharashtra,Aurangabad,2025-03,15016
Maharashtra,Aurangabad,2025-04,2226
Maharashtra,Aurangabad,2025-05,2614
Maharashtra,Aurangabad,2025-06,2675
Maharashtra,Aurangabad,2025-09,8785
Maharashtra,Aurangabad,2025-10,20985
Maharashtra,Aurangabad,2025-11,46058
Maharashtra,Aurangabad,2025-12,19847
Maharashtra,Beed,2025-03,22494
Maharashtra,Beed,2025-04,2673
Maharashtra,Beed,2025-05,2661
Maharashtra,Beed,2025-06,2636
Maharashtra,Beed,2025-07,3093
Maharashtra,Beed,2025-09,7560
Maharashtra,Beed,2025-10,23602
Maharashtra,Beed,2025-11,50885
Maharashtra,Beed,2025-12,17128
Maharashtra,Bhandara,2025-03,4137
Maharashtra,Bhandara,2025-06,317
Maharashtra,Bhandara,2025-09,2889
Maharashtra,Bhandara,2025-10,6077
Maharashtra,Bhandara,2025-11,10821
Maharashtra,Bhandara,2025-12,4760
Maharashtra,Bid,2025-09,641
Maharashtra,Bid,2025-10,2326
Maharashtra,Bid,2025-11,4677
Maharashtra,Bid,2025-12,1502
Maharashtra,Buldhana,2025-03,9222
Maharashtra,Buldhana,2025-04,527
Maharashtra,Buldhana,2025-07,941
Maharashtra,Buldhana,2025-09,6758
Maharashtra,Buldhana,2025-10,17493
Maharashtra,Buldhana,2025-11,58210
Maharashtra,Buldhana,2025-12,14607
Maharashtra,Chandrapur,2025-03,6930
Maharashtra,Chandrapur,2025-04,441
Maharashtra,Chandrapur,2025-05,1955
Maharashtra,Chandrapur,2025-06,1521
Maharashtra,Chandrapur,2025-07,1628
Maharashtra,Chandrapur,2025-09,5026
Maharashtra,Chandrapur,2025-10,17645
Maharashtra,Chandrapur,2025-11,40581
Maharashtra,Chandrapur,2025-12,11902
Maharashtra,Chhatrapati Sambhajinagar,2025-03,2298
Maharashtra,Chhatrapati Sambhajinagar,2025-07,1172
Maharashtra,Chhatrapati Sambhajinagar,2025-09,2689
Maharashtra,Chhatrapati Sambhajinagar,2025-10,1488
Maharashtra,Chhatrapati Sambhajinagar,2025-11,3197
Maharashtra,Chhatrapati Sambhajinagar,2025-12,4726
Maharashtra,Dharashiv,2025-03,163
Maharashtra,Dharashiv,2025-09,528
Maharashtra,Dharashiv,2025-10,275
Maharashtra,Dharashiv,2025-11,591
Maharashtra,Dharashiv,2025-12,967
Maharashtra,Dhule,2025-03,4580
Maharashtra,Dhule,2025-07,1576
Maharashtra,Dhule,2025-09,5312
Maharashtra,Dhule,2025-10,8808
Maharashtra,Dhule,2025-11,18212
Maharashtra,Dhule,2025-12,9121
Maharashtra,Dist : Thane,2025-12,1
Maharashtra,Gadchiroli,2025-03,2477
Maharashtra,Gadchiroli,2025-04,570
Maharashtra,Gadchiroli,2025-05,648
Maharashtra,Gadchiroli,2025-06,612
Maharashtra,Gadchiroli,2025-07,2370
Maharashtra,Gadchiroli,2025-09,2237
Maharashtra,Gadchiroli,2025-10,7464
Maharashtra,Gadchiroli,2025-11,15931
Maharashtra,Gadchiroli,2025-12,6672
Maharashtra,Gondiya,2025-03,3820
Maharashtra,Gondiya,2025-04,571
Maharashtra,Gondiya,2025-05,878
Maharashtra,Gondiya,2025-06,2231
Maharashtra,Gondiya,2025-09,3651
Maharashtra,Gondiya,2025-10,11341
Maharashtra,Gondiya,2025-11,19332
Maharashtra,Gondiya,2025-12,6865
Maharashtra,Hingoli,2025-03,6700
Maharashtra,Hingoli,2025-09,4040
Maharashtra,Hingoli,2025-10,13701
Maharashtra,Hingoli,2025-11,43276
Maharashtra,Hingoli,2025-12,9796
Maharashtra,Jalgaon,2025-03,13121
Maharashtra,Jalgaon,2025-04,1426
Maharashtra,Jalgaon,2025-06,1117
Maharashtra,Jalgaon,2025-07,1136
Maharashtra,Jalgaon,2025-09,10706
Maharashtra,Jalgaon,2025-10,19775
Maharashtra,Jalgaon,2025-11,48760
Maharashtra,Jalgaon,2025-12,18629
Maharashtra,Jalna,2025-03,9028
Maharashtra,Jalna,2025-09,5571
Maharashtra,Jalna,2025-10,11803
Maharashtra,Jalna,2025-11,25248
Maharashtra,Jalna,2025-12,10942
Maharashtra,Kolhapur,2025-03,10607
Maharashtra,Kolhapur,2025-07,733
Maharashtra,Kolhapur,2025-09,8007
Maharashtra,Kolhapur,2025-10,14218
Maharashtra,Kolhapur,2025-11,45590
Maharashtra,Kolhapur,2025-12,20245
Maharashtra,Latur,2025-03,15998
Maharashtra,Latur,2025-05,2132
Maharashtra,Latur,2025-07,2759
Maharashtra,Latur,2025-09,6782
Maharashtra,Latur,2025-10,12653
Maharashtra,Latur,2025-11,41937
Maharashtra,Latur,2025-12,14370
Maharashtra,Mumbai,2025-03,15875
Maharashtra,Mumbai,2025-09,14728
Maharashtra,Mumbai,2025-10,12119
Maharashtra,Mumbai,2025-11,30493
Maharashtra,Mumbai,2025-12,28232
Maharashtra,Mumbai City,2025-03,8615
Maharashtra,Mumbai City,2025-04,1940
Maharashtra,Mumbai City,2025-05,1938
Maharashtra,Mumbai City,2025-06,1147
Maharashtra,Mumbai City,2025-07,682
Maharashtra,Mumbai City,2025-09,4205
Maharashtra,Mumbai City,2025-10,3337
Maharashtra,Mumbai City,2025-11,6640
Maharashtra,Mumbai City,2025-12,9033
Maharashtra,Mumbai Suburban,2025-03,31137
Maharashtra,Mumbai Suburban,2025-04,3189
Maharashtra,Mumbai Suburban,2025-05,5617
Maharashtra,Mumbai Suburban,2025-06,3668
Maharashtra,Mumbai Suburban,2025-07,15520
Maharashtra,Mumbai Suburban,2025-09,15508
Maharashtra,Mumbai Suburban,2025-10,11579
Maharashtra,Mumbai Suburban,2025-11,23893
Maharashtra,Mumbai Suburban,2025-12,31131
Maharashtra,Nagpur,2025-03,22184
Maharashtra,Nagpur,2025-04,2218
Maharashtra,Nagpur,2025-05,1538
Maharashtra,Nagpur,2025-06,5094
Maharashtra,Nagpur,2025-07,3741
Maharashtra,Nagpur,2025-09,12930
Maharashtra,Nagpur,2025-10,14477
Maharashtra,Nagpur,2025-11,35700
Maharashtra,Nagpur,2025-12,22849
Maharashtra,Nanded,2025-03,14510
Maharashtra,Nanded,2025-07,924
Maharashtra,Nanded,2025-09,9333
Maharashtra,Nanded,2025-10,32568
Maharashtra,Nanded,2025-11,94281
Maharashtra,Nanded,2025-12,24053
Maharashtra,Nandurbar,2025-03,3156
Maharashtra,Nandurbar,2025-04,1419
Maharashtra,Nandurbar,2025-05,1386
Maharashtra,Nandurbar,2025-06,1636
Maharashtra,Nandurbar,2025-07,1404
Maharashtra,Nandurbar,2025-09,2806
Maharashtra,Nandurbar,2025-10,5934
Maharashtra,Nandurbar,2025-11,8035
Maharashtra,Nandurbar,2025-12,3994
Maharashtra,Nashik,2025-03,26545
Maharashtra,Nashik,2025-05,2203
Maharashtra,Nashik,2025-06,3928
Maharashtra,Nashik,2025-07,5551
Maharashtra,Nashik,2025-09,16116
Maharashtra,Nashik,2025-10,22596
Maharashtra,Nashik,2025-11,77405
Maharashtra,Nashik,2025-12,35414
Maharashtra,Near Uday nagar NIT garden,2025-12,1
Maharashtra,Osmanabad,2025-03,12419
Maharashtra,Osmanabad,2025-05,1435
Maharashtra,Osmanabad,2025-09,3923
Maharashtra,Osmanabad,2025-10,12259
Maharashtra,Osmanabad,2025-11,41994
Maharashtra,Osmanabad,2025-12,10803
Maharashtra,Palghar,2025-03,18764
Maharashtra,Palghar,2025-05,4232
Maharashtra,Palghar,2025-07,2886
Maharashtra,Palghar,2025-09,10265
Maharashtra,Palghar,2025-10,10767
Maharashtra,Palghar,2025-11,25739
Maharashtra,Palghar,2025-12,19699
Maharashtra,Parbhani,2025-03,10948
Maharashtra,Parbhani,2025-09,5544
Maharashtra,Parbhani,2025-10,19357
Maharashtra,Parbhani,2025-11,42412
Maharashtra,Parbhani,2025-12,12488
Maharashtra,Pune,2025-03,60641
Maharashtra,Pune,2025-04,6218
Maharashtra,Pune,2025-05,5675
Maharashtra,Pune,2025-06,11998
Maharashtra,Pune,2025-07,17276
Maharashtra,Pune,2025-09,30547
Maharashtra,Pune,2025-10,33436
Maharashtra,Pune,2025-11,89260
Maharashtra,Pune,2025-12,71032
Maharashtra,Raigad,2025-03,3475
Maharashtra,Raigad,2025-04,2886
Maharashtra,Raigad,2025-05,2230
Maharashtra,Raigad,2025-06,2463
Maharashtra,Raigad,2025-07,1143
Maharashtra,Raigad,2025-09,3262
Maharashtra,Raigad,2025-10,2468
Maharashtra,Raigad,2025-11,4892
Maharashtra,Raigad,2025-12,6759
Maharashtra,Raigarh,2025-03,6522
Maharashtra,Raigarh,2025-09,6217
Maharashtra,Raigarh,2025-10,11017
Maharashtra,Raigarh,2025-11,28220
Maharashtra,Raigarh,2025-12,12724
Maharashtra,Raigarh(MH),2025-09,70
Maharashtra,Raigarh(MH),2025-10,149
Maharashtra,Raigarh(MH),2025-11,271
Maharashtra,Raigarh(MH),2025-12,155
Maharashtra,Ratnagiri,2025-03,2624
Maharashtra,Ratnagiri,2025-04,174
Maharashtra,Ratnagiri,2025-09,4723
Maharashtra,Ratnagiri,2025-10,5920
Maharashtra,Ratnagiri,2025-11,18155
Maharashtra,Ratnagiri,2025-12,8547
Maharashtra,Sangli,2025-03,5297
Maharashtra,Sangli,2025-06,1168
Maharashtra,Sangli,2025-09,5528
Maharashtra,Sangli,2025-10,7727
Maharashtra,Sangli,2025-11,32099
Maharashtra,Sangli,2025-12,15682
Maharashtra,Satara,2025-03,8614
Maharashtra,Satara,2025-09,6533
Maharashtra,Satara,2025-10,10398
Maharashtra,Satara,2025-11,33571
Maharashtra,Satara,2025-12,15949
Maharashtra,Sindhudurg,2025-03,1805
Maharashtra,Sindhudurg,2025-09,2450
Maharashtra,Sindhudurg,2025-10,3998
Maharashtra,Sindhudurg,2025-11,9346
Maharashtra,Sindhudurg,2025-12,3959
Maharashtra,Solapur,2025-03,24385
Maharashtra,Solapur,2025-07,1378
Maharashtra,Solapur,2025-09,10886
Maharashtra,Solapur,2025-10,28788
Maharashtra,Solapur,2025-11,102872
Maharashtra,Solapur,2025-12,31657
Maharashtra,Thane,2025-03,50731
Maharashtra,Thane,2025-04,9336
Maharashtra,Thane,2025-05,17200
Maharashtra,Thane,2025-06,20031
Maharashtra,Thane,2025-07,25032
Maharashtra,Thane,2025-09,31214
Maharashtra,Thane,2025-10,33226
Maharashtra,Thane,2025-11,79892
Maharashtra,Thane,2025-12,60087
Maharashtra,Wardha,2025-03,3822
Maharashtra,Wardha,2025-07,1383
Maharashtra,Wardha,2025-09,2282
Maharashtra,Wardha,2025-10,2743
Maharashtra,Wardha,2025-11,8418
Maharashtra,Wardha,2025-12,5118
Maharashtra,Washim,2025-03,4082
Maharashtra,Washim,2025-06,1018
Maharashtra,Washim,2025-09,2453
Maharashtra,Washim,2025-10,4795
Maharashtra,Washim,2025-11,24341
Maharashtra,Washim,2025-12,6870
Maharashtra,Yavatmal,2025-03,13973
Maharashtra,Yavatmal,2025-06,1303
Maharashtra,Yavatmal,2025-07,891
Maharashtra,Yavatmal,2025-09,9037
Maharashtra,Yavatmal,2025-10,19355
Maharashtra,Yavatmal,2025-11,84812
Maharashtra,Yavatmal,2025-12,23258
Manipur,Bishnupur,2025-03,3546
Manipur,Bishnupur,2025-09,2410
Manipur,Bishnupur,2025-10,11665
Manipur,Bishnupur,2025-11,13382
Manipur,Bishnupur,2025-12,2102
Manipur,Chandel,2025-03,1109
Manipur,Chandel,2025-09,623
Manipur,Chandel,2025-10,1552
Manipur,Chandel,2025-11,2745
Manipur,Chandel,2025-12,659
Manipur,Churachandpur,2025-03,2641
Manipur,Churachandpur,2025-09,1441
Manipur,Churachandpur,2025-10,2670
Manipur,Churachandpur,2025-11,5493
Manipur,Churachandpur,2025-12,1692
Manipur,Imphal West,2025-03,6813
Manipur,Imphal West,2025-09,5324
Manipur,Imphal West,2025-10,10391
Manipur,Imphal West,2025-11,51896
Manipur,Imphal West,2025-12,15340
Manipur,Jiribam,2025-03,233
Manipur,Jiribam,2025-09,207
Manipur,Jiribam,2025-10,419
Manipur,Jiribam,2025-11,377
Manipur,Jiribam,2025-12,243
Manipur,Kakching,2025-09,799
Manipur,Kakching,2025-10,568
Manipur,Kakching,2025-11,654
Manipur,Kakching,2025-12,527
Manipur,Kangpokpi,2025-12,3
Manipur,Pherzawl,2025-09,8
Manipur,Pherzawl,2025-10,61
Manipur,Pherzawl,2025-11,27
Manipur,Pherzawl,2025-12,48
Manipur,Senapati,2025-03,2528
Manipur,Senapati,2025-09,1564
Manipur,Senapati,2025-10,3486
Manipur,Senapati,2025-11,8659
Manipur,Senapati,2025-12,2850
Manipur,Tamenglong,2025-03,1324
Manipur,Tamenglong,2025-09,472
Manipur,Tamenglong,2025-10,1364
Manipur,Tamenglong,2025-11,4190
Manipur,Tamenglong,2025-12,760
Manipur,Thoubal,2025-03,3800
Manipur,Thoubal,2025-09,6910
Manipur,Thoubal,2025-10,7672
Manipur,Thoubal,2025-11,19548
Manipur,Thoubal,2025-12,8716
Manipur,Ukhrul,2025-03,1848
Manipur,Ukhrul,2025-09,850
Manipur,Ukhrul,2025-10,1347
Manipur,Ukhrul,2025-11,6498
Manipur,Ukhrul,2025-12,1328
Meghalaya,East Khasi Hills,2025-03,7727
Meghalaya,East Khasi Hills,2025-09,4364
Meghalaya,East Khasi Hills,2025-10,2865
Meghalaya,East Khasi Hills,2025-11,2559
Meghalaya,East Khasi Hills,2025-12,2583
Meghalaya,Eastern West Khasi Hills,2025-09,74
Meghalaya,Eastern West Khasi Hills,2025-10,38
Meghalaya,Eastern West Khasi Hills,2025-11,52
Meghalaya,Eastern West Khasi Hills,2025-12,49
Meghalaya,Jaintia Hills,2025-09,9
Meghalaya,Jaintia Hills,2025-10,6
Meghalaya,Jaintia Hills,2025-11,3
Meghalaya,Jaintia Hills,2025-12,3
Meghalaya,North Garo Hills,2025-03,1131
Meghalaya,North Garo Hills,2025-09,865
Meghalaya,North Garo Hills,2025-10,389
Meghalaya,North Garo Hills,2025-11,372
Meghalaya,North Garo Hills,2025-12,294
Meghalaya,Ri Bhoi,2025-03,2609
Meghalaya,Ri Bhoi,2025-09,1578
Meghalaya,Ri Bhoi,2025-10,778
Meghalaya,Ri Bhoi,2025-11,667
Meghalaya,Ri Bhoi,2025-12,634
Meghalaya,South West Garo Hills,2025-03,3595
Meghalaya,South West Garo Hills,2025-09,1543
Meghalaya,South West Garo Hills,2025-10,961
Meghalaya,South West Garo Hills,2025-11,893
Meghalaya,South West Garo Hills,2025-12,825
Meghalaya,South West Khasi Hills,2025-03,1620
Meghalaya,South West Khasi Hills,2025-09,472
Meghalaya,South West Khasi Hills,2025-10,216
Meghalaya,South West Khasi Hills,2025-11,318
Meghalaya,South West Khasi Hills,2025-12,224
Meghalaya,West Garo Hills,2025-03,5557
Meghalaya,West Garo Hills,2025-09,3869
Meghalaya,West Garo Hills,2025-10,2167
Meghalaya,West Garo Hills,2025-11,2166
Meghalaya,West Garo Hills,2025-12,1792
Meghalaya,West Jaintia Hills,2025-03,3652
Meghalaya,West Jaintia Hills,2025-09,1772
Meghalaya,West Jaintia Hills,2025-10,743
