state_clean,district_clean,date,total_biometric
Arunachal Pradesh,Upper Subansiri,2025-05,559
Arunachal Pradesh,Upper Subansiri,2025-06,479
Arunachal Pradesh,Upper Subansiri,2025-07,523
Arunachal Pradesh,Upper Subansiri,2025-09,320
Arunachal Pradesh,Upper Subansiri,2025-10,280
Arunachal Pradesh,Upper Subansiri,2025-11,479
Arunachal Pradesh,Upper Subansiri,2025-12,320
Arunachal Pradesh,West Kameng,2025-03,1046
Arunachal Pradesh,West Kameng,2025-04,1468
Arunachal Pradesh,West Kameng,2025-05,1215
Arunachal Pradesh,West Kameng,2025-06,1190
Arunachal Pradesh,West Kameng,2025-07,977
Arunachal Pradesh,West Kameng,2025-09,1178
Arunachal Pradesh,West Kameng,2025-10,865
Arunachal Pradesh,West Kameng,2025-11,1137
Arunachal Pradesh,West Kameng,2025-12,1226
Arunachal Pradesh,West Siang,2025-03,652
Arunachal Pradesh,West Siang,2025-04,710
Arunachal Pradesh,West Siang,2025-05,740
Arunachal Pradesh,West Siang,2025-06,669
Arunachal Pradesh,West Siang,2025-07,795
Arunachal Pradesh,West Siang,2025-09,786
Arunachal Pradesh,West Siang,2025-10,727
Arunachal Pradesh,West Siang,2025-11,1601
Arunachal Pradesh,West Siang,2025-12,870
Assam,Bajali,2025-09,8
Assam,Bajali,2025-10,3
Assam,Bajali,2025-11,3
Assam,Bajali,2025-12,7
Assam,Baksa,2025-03,1860
Assam,Baksa,2025-04,3072
Assam,Baksa,2025-05,1994
Assam,Baksa,2025-06,1140
Assam,Baksa,2025-07,1398
Assam,Baksa,2025-09,1049
Assam,Baksa,2025-10,2043
Assam,Baksa,2025-11,2078
Assam,Baksa,2025-12,2192
Assam,Barpeta,2025-03,10804
Assam,Barpeta,2025-04,11969
Assam,Barpeta,2025-05,10174
Assam,Barpeta,2025-06,7572
Assam,Barpeta,2025-07,5215
Assam,Barpeta,2025-09,9777
Assam,Barpeta,2025-10,15903
Assam,Barpeta,2025-11,10559
Assam,Barpeta,2025-12,9709
Assam,Biswanath,2025-03,841
Assam,Biswanath,2025-04,1786
Assam,Biswanath,2025-05,1036
Assam,Biswanath,2025-06,755
Assam,Biswanath,2025-07,681
Assam,Biswanath,2025-09,840
Assam,Biswanath,2025-10,1306
Assam,Biswanath,2025-11,784
Assam,Biswanath,2025-12,1312
Assam,Bongaigaon,2025-03,4181
Assam,Bongaigaon,2025-04,5647
Assam,Bongaigaon,2025-05,3305
Assam,Bongaigaon,2025-06,2505
Assam,Bongaigaon,2025-07,2810
Assam,Bongaigaon,2025-09,2578
Assam,Bongaigaon,2025-10,6193
Assam,Bongaigaon,2025-11,3996
Assam,Bongaigaon,2025-12,4177
Assam,Cachar,2025-03,4187
Assam,Cachar,2025-04,12349
Assam,Cachar,2025-05,6194
Assam,Cachar,2025-06,4462
Assam,Cachar,2025-07,7360
Assam,Cachar,2025-09,7486
Assam,Cachar,2025-10,7568
Assam,Cachar,2025-11,5014
Assam,Cachar,2025-12,9357
Assam,Charaideo,2025-03,617
Assam,Charaideo,2025-04,551
Assam,Charaideo,2025-05,593
Assam,Charaideo,2025-06,997
Assam,Charaideo,2025-07,1389
Assam,Charaideo,2025-09,1532
Assam,Charaideo,2025-10,819
Assam,Charaideo,2025-11,709
Assam,Charaideo,2025-12,797
Assam,Chirang,2025-03,2290
Assam,Chirang,2025-04,3230
Assam,Chirang,2025-05,1925
Assam,Chirang,2025-06,3708
Assam,Chirang,2025-07,2262
Assam,Chirang,2025-09,1059
Assam,Chirang,2025-10,3806
Assam,Chirang,2025-11,3563
Assam,Chirang,2025-12,4325
Assam,Darrang,2025-03,1605
Assam,Darrang,2025-04,4889
Assam,Darrang,2025-05,2319
Assam,Darrang,2025-06,2115
Assam,Darrang,2025-07,2850
Assam,Darrang,2025-09,2408
Assam,Darrang,2025-10,2829
Assam,Darrang,2025-11,2500
Assam,Darrang,2025-12,3843
Assam,Dhemaji,2025-03,2456
Assam,Dhemaji,2025-04,2174
Assam,Dhemaji,2025-05,1713
Assam,Dhemaji,2025-06,1437
Assam,Dhemaji,2025-07,2095
Assam,Dhemaji,2025-09,2475
Assam,Dhemaji,2025-10,2932
Assam,Dhemaji,2025-11,1828
Assam,Dhemaji,2025-12,3034
Assam,Dhubri,2025-03,8420
Assam,Dhubri,2025-04,11013
Assam,Dhubri,2025-05,3937
Assam,Dhubri,2025-06,3654
Assam,Dhubri,2025-07,6008
Assam,Dhubri,2025-09,5005
Assam,Dhubri,2025-10,6479
Assam,Dhubri,2025-11,4641
Assam,Dhubri,2025-12,8332
Assam,Dibrugarh,2025-03,3759
Assam,Dibrugarh,2025-04,5135
Assam,Dibrugarh,2025-05,2946
Assam,Dibrugarh,2025-06,2579
Assam,Dibrugarh,2025-07,3784
Assam,Dibrugarh,2025-09,2472
Assam,Dibrugarh,2025-10,1410
Assam,Dibrugarh,2025-11,2025
Assam,Dibrugarh,2025-12,1968
Assam,Dima Hasao,2025-09,3
Assam,Dima Hasao,2025-10,5
Assam,Dima Hasao,2025-11,5
Assam,Dima Hasao,2025-12,10
Assam,Goalpara,2025-03,1449
Assam,Goalpara,2025-04,3486
Assam,Goalpara,2025-05,1922
Assam,Goalpara,2025-06,1902
Assam,Goalpara,2025-07,2666
Assam,Goalpara,2025-09,2359
Assam,Goalpara,2025-10,4365
Assam,Goalpara,2025-11,3206
Assam,Goalpara,2025-12,4936
Assam,Golaghat,2025-03,1408
Assam,Golaghat,2025-04,1973
Assam,Golaghat,2025-05,1593
Assam,Golaghat,2025-06,1634
Assam,Golaghat,2025-07,2192
Assam,Golaghat,2025-09,2055
Assam,Golaghat,2025-10,2157
Assam,Golaghat,2025-11,2695
Assam,Golaghat,2025-12,3463
Assam,Hailakandi,2025-03,794
Assam,Hailakandi,2025-04,1647
Assam,Hailakandi,2025-05,1114
Assam,Hailakandi,2025-06,3043
Assam,Hailakandi,2025-07,3858
Assam,Hailakandi,2025-09,2266
Assam,Hailakandi,2025-10,2088
Assam,Hailakandi,2025-11,1891
Assam,Hailakandi,2025-12,3726
Assam,Hojai,2025-03,2824
Assam,Hojai,2025-04,4229
Assam,Hojai,2025-05,2081
Assam,Hojai,2025-06,1871
Assam,Hojai,2025-07,2900
Assam,Hojai,2025-09,2830
Assam,Hojai,2025-10,3893
Assam,Hojai,2025-11,2822
Assam,Hojai,2025-12,4400
Assam,Jorhat,2025-03,1438
Assam,Jorhat,2025-04,1488
Assam,Jorhat,2025-05,1267
Assam,Jorhat,2025-06,1071
Assam,Jorhat,2025-07,2000
Assam,Jorhat,2025-09,1615
Assam,Jorhat,2025-10,2518
Assam,Jorhat,2025-11,2090
Assam,Jorhat,2025-12,1908
Assam,Kamrup,2025-03,3799
Assam,Kamrup,2025-04,9231
Assam,Kamrup,2025-05,4728
Assam,Kamrup,2025-06,2899
Assam,Kamrup,2025-07,3301
Assam,Kamrup,2025-09,4862
Assam,Kamrup,2025-10,4471
Assam,Kamrup,2025-11,3512
Assam,Kamrup,2025-12,4971
Assam,Kamrup Metro,2025-03,3461
Assam,Kamrup Metro,2025-04,4373
Assam,Kamrup Metro,2025-05,3109
Assam,Kamrup Metro,2025-06,2138
Assam,Kamrup Metro,2025-07,3230
Assam,Kamrup Metro,2025-09,2741
Assam,Kamrup Metro,2025-10,1896
Assam,Kamrup Metro,2025-11,2329
Assam,Kamrup Metro,2025-12,2566
Assam,Karbi Anglong,2025-03,3031
Assam,Karbi Anglong,2025-04,4055
Assam,Karbi Anglong,2025-05,3493
Assam,Karbi Anglong,2025-06,2119
Assam,Karbi Anglong,2025-07,2646
Assam,Karbi Anglong,2025-09,3085
Assam,Karbi Anglong,2025-10,3790
Assam,Karbi Anglong,2025-11,8348
Assam,Karbi Anglong,2025-12,6470
Assam,Karimganj,2025-03,1822
Assam,Karimganj,2025-04,3484
Assam,Karimganj,2025-05,2182
Assam,Karimganj,2025-06,2170
Assam,Karimganj,2025-07,2904
Assam,Karimganj,2025-09,3461
Assam,Karimganj,2025-10,4003
Assam,Karimganj,2025-11,4489
Assam,Karimganj,2025-12,9553
Assam,Kokrajhar,2025-03,4280
Assam,Kokrajhar,2025-04,5818
Assam,Kokrajhar,2025-05,2905
Assam,Kokrajhar,2025-06,2210
Assam,Kokrajhar,2025-07,2386
Assam,Kokrajhar,2025-09,1348
Assam,Kokrajhar,2025-10,3489
Assam,Kokrajhar,2025-11,2235
Assam,Kokrajhar,2025-12,3346
Assam,Lakhimpur,2025-03,2823
Assam,Lakhimpur,2025-04,3977
Assam,Lakhimpur,2025-05,2486
Assam,Lakhimpur,2025-06,1578
Assam,Lakhimpur,2025-07,2563
Assam,Lakhimpur,2025-09,2875
Assam,Lakhimpur,2025-10,3991
Assam,Lakhimpur,2025-11,2890
Assam,Lakhimpur,2025-12,5424
Assam,Majuli,2025-03,444
Assam,Majuli,2025-04,536
Assam,Majuli,2025-05,411
Assam,Majuli,2025-06,206
Assam,Majuli,2025-07,474
Assam,Majuli,2025-09,308
Assam,Majuli,2025-10,391
Assam,Majuli,2025-11,192
Assam,Majuli,2025-12,306
Assam,Marigaon,2025-03,3523
Assam,Marigaon,2025-04,6220
Assam,Marigaon,2025-05,2400
Assam,Marigaon,2025-06,2187
Assam,Marigaon,2025-07,3505
Assam,Marigaon,2025-09,3768
Assam,Marigaon,2025-10,4451
Assam,Marigaon,2025-11,2397
Assam,Marigaon,2025-12,4393
Assam,Nagaon,2025-03,8289
Assam,Nagaon,2025-04,13713
Assam,Nagaon,2025-05,8227
Assam,Nagaon,2025-06,7333
Assam,Nagaon,2025-07,13006
Assam,Nagaon,2025-09,12038
Assam,Nagaon,2025-10,15966
Assam,Nagaon,2025-11,11812
Assam,Nagaon,2025-12,22199
Assam,Nalbari,2025-03,2363
Assam,Nalbari,2025-04,1753
Assam,Nalbari,2025-05,1090
Assam,Nalbari,2025-06,955
Assam,Nalbari,2025-07,1384
Assam,Nalbari,2025-09,2856
Assam,Nalbari,2025-10,2733
Assam,Nalbari,2025-11,3630
Assam,Nalbari,2025-12,2552
Assam,North Cachar Hills,2025-03,183
Assam,North Cachar Hills,2025-04,279
Assam,North Cachar Hills,2025-05,328
Assam,North Cachar Hills,2025-06,310
Assam,North Cachar Hills,2025-07,401
Assam,North Cachar Hills,2025-09,895
Assam,North Cachar Hills,2025-10,306
Assam,North Cachar Hills,2025-11,626
Assam,North Cachar Hills,2025-12,591
Assam,Sibsagar,2025-03,1111
Assam,Sibsagar,2025-04,1005
Assam,Sibsagar,2025-05,941
Assam,Sibsagar,2025-06,775
Assam,Sibsagar,2025-07,1964
Assam,Sibsagar,2025-09,1076
Assam,Sibsagar,2025-10,1068
Assam,Sibsagar,2025-11,1164
Assam,Sibsagar,2025-12,1878
Assam,Sonitpur,2025-03,2988
Assam,Sonitpur,2025-04,4323
Assam,Sonitpur,2025-05,3022
Assam,Sonitpur,2025-06,2145
Assam,Sonitpur,2025-07,2718
Assam,Sonitpur,2025-09,2654
Assam,Sonitpur,2025-10,3972
Assam,Sonitpur,2025-11,2930
Assam,Sonitpur,2025-12,4031
Assam,South Salmara Mankachar,2025-03,382
Assam,South Salmara Mankachar,2025-04,521
Assam,South Salmara Mankachar,2025-05,214
Assam,South Salmara Mankachar,2025-06,399
Assam,South Salmara Mankachar,2025-07,583
Assam,South Salmara Mankachar,2025-09,491
Assam,South Salmara Mankachar,2025-10,844
Assam,South Salmara Mankachar,2025-11,567
Assam,South Salmara Mankachar,2025-12,639
Assam,Sribhumi,2025-09,73
Assam,Sribhumi,2025-10,53
Assam,Sribhumi,2025-11,83
Assam,Sribhumi,2025-12,120
Assam,Tamulpur District,2025-09,20
Assam,Tamulpur District,2025-10,21
Assam,Tamulpur District,2025-11,10
Assam,Tamulpur District,2025-12,13
Assam,Tinsukia,2025-03,1981
Assam,Tinsukia,2025-04,2110
Assam,Tinsukia,2025-05,1948
Assam,Tinsukia,2025-06,2128
Assam,Tinsukia,2025-07,2788
Assam,Tinsukia,2025-09,1515
Assam,Tinsukia,2025-10,1209
Assam,Tinsukia,2025-11,1714
Assam,Tinsukia,2025-12,3309
Assam,Udalguri,2025-03,3283
Assam,Udalguri,2025-04,3273
Assam,Udalguri,2025-05,2065
Assam,Udalguri,2025-06,1475
Assam,Udalguri,2025-07,1660
Assam,Udalguri,2025-09,1606
Assam,Udalguri,2025-10,3119
Assam,Udalguri,2025-11,1476
Assam,Udalguri,2025-12,3502
Assam,West Karbi Anglong,2025-03,235
Assam,West Karbi Anglong,2025-04,350
Assam,West Karbi Anglong,2025-05,179
Assam,West Karbi Anglong,2025-06,104
Assam,West Karbi Anglong,2025-07,191
Assam,West Karbi Anglong,2025-09,656
Assam,West Karbi Anglong,2025-10,479
Assam,West Karbi Anglong,2025-11,416
Assam,West Karbi Anglong,2025-12,669
Bihar,Araria,2025-03,27033
Bihar,Araria,2025-04,30095
Bihar,Araria,2025-05,17189
Bihar,Araria,2025-06,13194
Bihar,Araria,2025-07,17529
Bihar,Araria,2025-09,12078
Bihar,Araria,2025-10,8069
Bihar,Araria,2025-11,9463
Bihar,Araria,2025-12,17063
Bihar,Arwal,2025-03,4732
Bihar,Arwal,2025-04,5060
Bihar,Arwal,2025-05,3187
Bihar,Arwal,2025-06,3012
Bihar,Arwal,2025-07,3621
Bihar,Arwal,2025-09,2496
Bihar,Arwal,2025-10,1530
Bihar,Arwal,2025-11,2638
Bihar,Arwal,2025-12,3538
Bihar,Aurangabad,2025-03,13823
Bihar,Aurangabad,2025-04,14380
Bihar,Aurangabad,2025-05,10361
Bihar,Aurangabad,2025-06,10238
Bihar,Aurangabad,2025-07,12749
Bihar,Aurangabad,2025-09,7554
Bihar,Aurangabad,2025-10,5257
Bihar,Aurangabad,2025-11,9030
Bihar,Aurangabad,2025-12,10842
Bihar,Banka,2025-03,14796
Bihar,Banka,2025-04,18329
Bihar,Banka,2025-05,13407
Bihar,Banka,2025-06,9923
Bihar,Banka,2025-07,10126
Bihar,Banka,2025-09,6072
Bihar,Banka,2025-10,4803
Bihar,Banka,2025-11,7849
Bihar,Banka,2025-12,10849
Bihar,Begusarai,2025-03,25384
Bihar,Begusarai,2025-04,26659
Bihar,Begusarai,2025-05,16435
Bihar,Begusarai,2025-06,13566
Bihar,Begusarai,2025-07,17046
Bihar,Begusarai,2025-09,10476
Bihar,Begusarai,2025-10,5964
Bihar,Begusarai,2025-11,10701
Bihar,Begusarai,2025-12,17803
Bihar,Bhabua,2025-09,9
Bihar,Bhabua,2025-10,4
Bihar,Bhabua,2025-11,5
Bihar,Bhabua,2025-12,14
Bihar,Bhagalpur,2025-03,25298
Bihar,Bhagalpur,2025-04,24587
Bihar,Bhagalpur,2025-05,15868
Bihar,Bhagalpur,2025-06,13716
Bihar,Bhagalpur,2025-07,18479
Bihar,Bhagalpur,2025-09,10445
Bihar,Bhagalpur,2025-10,7043
Bihar,Bhagalpur,2025-11,12636
Bihar,Bhagalpur,2025-12,16161
Bihar,Bhojpur,2025-03,17270
Bihar,Bhojpur,2025-04,14254
Bihar,Bhojpur,2025-05,9967
Bihar,Bhojpur,2025-06,10332
Bihar,Bhojpur,2025-07,12137
Bihar,Bhojpur,2025-09,6755
Bihar,Bhojpur,2025-10,5590
Bihar,Bhojpur,2025-11,7387
Bihar,Bhojpur,2025-12,10990
Bihar,Buxar,2025-03,8201
Bihar,Buxar,2025-04,8334
Bihar,Buxar,2025-05,6252
Bihar,Buxar,2025-06,6420
Bihar,Buxar,2025-07,7929
Bihar,Buxar,2025-09,4094
Bihar,Buxar,2025-10,3069
Bihar,Buxar,2025-11,4727
Bihar,Buxar,2025-12,6844
Bihar,Darbhanga,2025-03,31052
Bihar,Darbhanga,2025-04,34753
Bihar,Darbhanga,2025-05,24304
Bihar,Darbhanga,2025-06,20420
Bihar,Darbhanga,2025-07,25844
Bihar,Darbhanga,2025-09,14802
Bihar,Darbhanga,2025-10,10096
Bihar,Darbhanga,2025-11,18434
Bihar,Darbhanga,2025-12,26169
Bihar,East Champaran,2025-03,59017
Bihar,East Champaran,2025-04,60666
Bihar,East Champaran,2025-05,42332
Bihar,East Champaran,2025-06,38048
Bihar,East Champaran,2025-07,45785
Bihar,East Champaran,2025-09,25737
Bihar,East Champaran,2025-10,17764
Bihar,East Champaran,2025-11,28736
Bihar,East Champaran,2025-12,52367
Bihar,Gaya,2025-03,37727
Bihar,Gaya,2025-04,32264
Bihar,Gaya,2025-05,19626
Bihar,Gaya,2025-06,18690
Bihar,Gaya,2025-07,21452
Bihar,Gaya,2025-09,11778
Bihar,Gaya,2025-10,7464
Bihar,Gaya,2025-11,11701
Bihar,Gaya,2025-12,20677
Bihar,Gopalganj,2025-03,14054
Bihar,Gopalganj,2025-04,15997
Bihar,Gopalganj,2025-05,13033
Bihar,Gopalganj,2025-06,10952
Bihar,Gopalganj,2025-07,14673
Bihar,Gopalganj,2025-09,6762
Bihar,Gopalganj,2025-10,5216
Bihar,Gopalganj,2025-11,7323
Bihar,Gopalganj,2025-12,12944
Bihar,Jamui,2025-03,12665
Bihar,Jamui,2025-04,12176
Bihar,Jamui,2025-05,9389
Bihar,Jamui,2025-06,7534
Bihar,Jamui,2025-07,8723
Bihar,Jamui,2025-09,5090
Bihar,Jamui,2025-10,4136
Bihar,Jamui,2025-11,5799
Bihar,Jamui,2025-12,13773
Bihar,Jehanabad,2025-03,6408
Bihar,Jehanabad,2025-04,5670
Bihar,Jehanabad,2025-05,3746
Bihar,Jehanabad,2025-06,3784
Bihar,Jehanabad,2025-07,4336
Bihar,Jehanabad,2025-09,2435
Bihar,Jehanabad,2025-10,2102
Bihar,Jehanabad,2025-11,3359
Bihar,Jehanabad,2025-12,4494
Bihar,Kaimur (Bhabua),2025-03,13929
Bihar,Kaimur (Bhabua),2025-04,10966
Bihar,Kaimur (Bhabua),2025-05,8292
Bihar,Kaimur (Bhabua),2025-06,8556
Bihar,Kaimur (Bhabua),2025-07,10193
Bihar,Kaimur (Bhabua),2025-09,6231
Bihar,Kaimur (Bhabua),2025-10,4920
Bihar,Kaimur (Bhabua),2025-11,5991
Bihar,Kaimur (Bhabua),2025-12,6995
Bihar,Katihar,2025-03,33634
Bihar,Katihar,2025-04,36270
Bihar,Katihar,2025-05,22168
Bihar,Katihar,2025-06,21673
Bihar,Katihar,2025-07,26286
Bihar,Katihar,2025-09,18785
Bihar,Katihar,2025-10,11463
Bihar,Katihar,2025-11,15562
Bihar,Katihar,2025-12,24744
Bihar,Khagaria,2025-03,13005
Bihar,Khagaria,2025-04,14079
Bihar,Khagaria,2025-05,8288
Bihar,Khagaria,2025-06,7314
Bihar,Khagaria,2025-07,9660
Bihar,Khagaria,2025-09,5953
Bihar,Khagaria,2025-10,3299
Bihar,Khagaria,2025-11,5386
Bihar,Khagaria,2025-12,10998
Bihar,Kishanganj,2025-03,16294
Bihar,Kishanganj,2025-04,18242
Bihar,Kishanganj,2025-05,14499
Bihar,Kishanganj,2025-06,13112
Bihar,Kishanganj,2025-07,17037
Bihar,Kishanganj,2025-09,15046
Bihar,Kishanganj,2025-10,8000
Bihar,Kishanganj,2025-11,11385
Bihar,Kishanganj,2025-12,22060
Bihar,Lakhisarai,2025-03,7687
Bihar,Lakhisarai,2025-04,7860
Bihar,Lakhisarai,2025-05,5461
Bihar,Lakhisarai,2025-06,4792
Bihar,Lakhisarai,2025-07,5799
Bihar,Lakhisarai,2025-09,3788
Bihar,Lakhisarai,2025-10,2398
Bihar,Lakhisarai,2025-11,4147
Bihar,Lakhisarai,2025-12,5842
Bihar,Madhepura,2025-03,17817
Bihar,Madhepura,2025-04,21554
Bihar,Madhepura,2025-05,13812
Bihar,Madhepura,2025-06,10605
Bihar,Madhepura,2025-07,12976
Bihar,Madhepura,2025-09,8393
Bihar,Madhepura,2025-10,5895
Bihar,Madhepura,2025-11,7738
Bihar,Madhepura,2025-12,15573
Bihar,Madhubani,2025-03,37883
Bihar,Madhubani,2025-04,40748
Bihar,Madhubani,2025-05,30141
Bihar,Madhubani,2025-06,23060
Bihar,Madhubani,2025-07,26904
Bihar,Madhubani,2025-09,13321
Bihar,Madhubani,2025-10,11041
Bihar,Madhubani,2025-11,18493
Bihar,Madhubani,2025-12,30581
Bihar,Monghyr,2025-09,34
Bihar,Monghyr,2025-10,14
Bihar,Monghyr,2025-11,17
Bihar,Monghyr,2025-12,29
Bihar,Munger,2025-03,7804
Bihar,Munger,2025-04,7553
Bihar,Munger,2025-05,5487
Bihar,Munger,2025-06,5230
Bihar,Munger,2025-07,6656
Bihar,Munger,2025-09,3868
Bihar,Munger,2025-10,2237
Bihar,Munger,2025-11,3841
Bihar,Munger,2025-12,6242
Bihar,Muzaffarpur,2025-03,31812
Bihar,Muzaffarpur,2025-04,35032
Bihar,Muzaffarpur,2025-05,24700
Bihar,Muzaffarpur,2025-06,21155
Bihar,Muzaffarpur,2025-07,25674
Bihar,Muzaffarpur,2025-09,15236
Bihar,Muzaffarpur,2025-10,9899
Bihar,Muzaffarpur,2025-11,15415
Bihar,Muzaffarpur,2025-12,24495
Bihar,Nalanda,2025-03,18080
Bihar,Nalanda,2025-04,18642
Bihar,Nalanda,2025-05,13092
Bihar,Nalanda,2025-06,12553
Bihar,Nalanda,2025-07,15344
Bihar,Nalanda,2025-09,8284
Bihar,Nalanda,2025-10,5761
Bihar,Nalanda,2025-11,8230
Bihar,Nalanda,2025-12,14453
Bihar,Nawada,2025-03,16357
Bihar,Nawada,2025-04,12714
Bihar,Nawada,2025-05,9006
Bihar,Nawada,2025-06,9530
Bihar,Nawada,2025-07,11306
Bihar,Nawada,2025-09,6257
Bihar,Nawada,2025-10,3855
Bihar,Nawada,2025-11,4948
Bihar,Nawada,2025-12,10042
Bihar,Pashchim Champaran,2025-04,41
Bihar,Pashchim Champaran,2025-09,58
Bihar,Pashchim Champaran,2025-10,49
Bihar,Pashchim Champaran,2025-11,68
Bihar,Pashchim Champaran,2025-12,103
Bihar,Patna,2025-03,30090
Bihar,Patna,2025-04,33080
Bihar,Patna,2025-05,25214
Bihar,Patna,2025-06,23854
Bihar,Patna,2025-07,29683
Bihar,Patna,2025-09,15150
Bihar,Patna,2025-10,9477
Bihar,Patna,2025-11,15442
Bihar,Patna,2025-12,22510
Bihar,Purba Champaran,2025-09,42
Bihar,Purba Champaran,2025-10,44
Bihar,Purba Champaran,2025-11,68
Bihar,Purba Champaran,2025-12,90
Bihar,Purnea,2025-03,547
Bihar,Purnea,2025-04,658
Bihar,Purnea,2025-05,512
Bihar,Purnea,2025-06,516
Bihar,Purnea,2025-07,776
Bihar,Purnea,2025-09,575
Bihar,Purnea,2025-10,307
Bihar,Purnea,2025-11,452
Bihar,Purnea,2025-12,464
Bihar,Purnia,2025-03,31049
Bihar,Purnia,2025-04,37542
Bihar,Purnia,2025-05,23802
Bihar,Purnia,2025-06,30389
Bihar,Purnia,2025-07,34735
Bihar,Purnia,2025-09,17853
Bihar,Purnia,2025-10,10558
Bihar,Purnia,2025-11,13825
Bihar,Purnia,2025-12,24900
Bihar,Rohtas,2025-03,16838
Bihar,Rohtas,2025-04,16013
Bihar,Rohtas,2025-05,11956
Bihar,Rohtas,2025-06,11926
Bihar,Rohtas,2025-07,13818
Bihar,Rohtas,2025-09,8736
Bihar,Rohtas,2025-10,5958
Bihar,Rohtas,2025-11,10304
Bihar,Rohtas,2025-12,13288
Bihar,Saharsa,2025-03,18702
Bihar,Saharsa,2025-04,19477
Bihar,Saharsa,2025-05,13372
Bihar,Saharsa,2025-06,9553
Bihar,Saharsa,2025-07,13715
Bihar,Saharsa,2025-09,11262
Bihar,Saharsa,2025-10,7143
Bihar,Saharsa,2025-11,9582
Bihar,Saharsa,2025-12,14060
Bihar,Samastipur,2025-03,33151
Bihar,Samastipur,2025-04,37827
Bihar,Samastipur,2025-05,22996
Bihar,Samastipur,2025-06,18851
Bihar,Samastipur,2025-07,23450
Bihar,Samastipur,2025-09,12237
Bihar,Samastipur,2025-10,8068
Bihar,Samastipur,2025-11,14804
Bihar,Samastipur,2025-12,24835
Bihar,Saran,2025-03,20868
Bihar,Saran,2025-04,19989
Bihar,Saran,2025-05,16647
Bihar,Saran,2025-06,15713
Bihar,Saran,2025-07,20089
Bihar,Saran,2025-09,10512
Bihar,Saran,2025-10,8246
Bihar,Saran,2025-11,12234
Bihar,Saran,2025-12,20167
Bihar,Sheikhpura,2025-03,5340
Bihar,Sheikhpura,2025-04,5676
Bihar,Sheikhpura,2025-05,4043
Bihar,Sheikhpura,2025-06,4144
Bihar,Sheikhpura,2025-07,4654
Bihar,Sheikhpura,2025-09,4522
Bihar,Sheikhpura,2025-10,2577
Bihar,Sheikhpura,2025-11,3498
Bihar,Sheikhpura,2025-12,5063
Bihar,Sheohar,2025-03,5051
Bihar,Sheohar,2025-04,5321
Bihar,Sheohar,2025-05,3659
Bihar,Sheohar,2025-06,3252
Bihar,Sheohar,2025-07,3652
Bihar,Sheohar,2025-09,2471
Bihar,Sheohar,2025-10,1646
Bihar,Sheohar,2025-11,2556
Bihar,Sheohar,2025-12,4609
Bihar,Sitamarhi,2025-03,28500
Bihar,Sitamarhi,2025-04,27227
Bihar,Sitamarhi,2025-05,21461
Bihar,Sitamarhi,2025-06,19241
Bihar,Sitamarhi,2025-07,23668
Bihar,Sitamarhi,2025-09,11955
Bihar,Sitamarhi,2025-10,8134
Bihar,Sitamarhi,2025-11,14165
Bihar,Sitamarhi,2025-12,23763
Bihar,Siwan,2025-03,17190
Bihar,Siwan,2025-04,16665
Bihar,Siwan,2025-05,14049
Bihar,Siwan,2025-06,12901
Bihar,Siwan,2025-07,17479
Bihar,Siwan,2025-09,9049
Bihar,Siwan,2025-10,7530
Bihar,Siwan,2025-11,11254
Bihar,Siwan,2025-12,17007
Bihar,Supaul,2025-03,18542
Bihar,Supaul,2025-04,20600
Bihar,Supaul,2025-05,13593
Bihar,Supaul,2025-06,9830
Bihar,Supaul,2025-07,11047
Bihar,Supaul,2025-09,7063
Bihar,Supaul,2025-10,7155
Bihar,Supaul,2025-11,8192
Bihar,Supaul,2025-12,14018
Bihar,Vaishali,2025-03,25879
Bihar,Vaishali,2025-04,28719
Bihar,Vaishali,2025-05,20853
Bihar,Vaishali,2025-06,16878
Bihar,Vaishali,2025-07,19031
Bihar,Vaishali,2025-09,12349
Bihar,Vaishali,2025-10,7738
Bihar,Vaishali,2025-11,11976
Bihar,Vaishali,2025-12,21071
Chandigarh,Chandigarh,2025-03,6430
Chandigarh,Chandigarh,2025-04,7921
Chandigarh,Chandigarh,2025-05,6566
Chandigarh,Chandigarh,2025-06,5230
Chandigarh,Chandigarh,2025-07,32547
Chandigarh,Chandigarh,2025-09,4233
Chandigarh,Chandigarh,2025-10,2303
Chandigarh,Chandigarh,2025-11,3924
Chandigarh,Chandigarh,2025-12,4378
Chandigarh,Mohali,2025-10,1
Chandigarh,Mohali,2025-11,2
Chandigarh,Mohali,2025-12,3
Chandigarh,Rupnagar,2025-09,4
Chandigarh,Rupnagar,2025-10,1
Chandigarh,Rupnagar,2025-11,3
Chandigarh,Rupnagar,2025-12,6
Chhattisgarh,Balod,2025-03,5814
Chhattisgarh,Balod,2025-04,7108
Chhattisgarh,Balod,2025-05,8855
Chhattisgarh,Balod,2025-06,11896
Chhattisgarh,Balod,2025-07,11688
Chhattisgarh,Balod,2025-09,6264
Chhattisgarh,Balod,2025-10,2957
Chhattisgarh,Balod,2025-11,7408
Chhattisgarh,Balod,2025-12,16789
Chhattisgarh,Baloda Bazar,2025-03,6711
Chhattisgarh,Baloda Bazar,2025-04,17995
Chhattisgarh,Baloda Bazar,2025-05,16217
Chhattisgarh,Baloda Bazar,2025-06,20208
Chhattisgarh,Baloda Bazar,2025-07,16985
Chhattisgarh,Baloda Bazar,2025-09,7709
